 distance[ft],uprime[ft/s],vprime[ft/s],wprime[ft/s],pprime[rad/s]
   3660.0000000000000      ,  -5.8559023743847760      ,   8.8467432433317477      ,   10.805185141972432      ,  -1.4340796394785039E-002
   3680.0000000000000      ,  -6.6104436122131212      ,   8.1598883787404706      ,   10.025868938411833      ,   4.7381944326106377E-003
   3700.0000000000000      ,  -6.1163895070344099      ,   8.5403828149746417      ,   9.1998117407584328      ,  -1.0877977525866373E-002
   3720.0000000000000      ,  -6.9989544577644089      ,   8.8105901949181167      ,   7.6995835390235108      ,   6.3930776515239068E-002
   3740.0000000000000      ,  -6.3383866263555841      ,   6.3024850022425678      ,   7.9679214799818228      ,   2.6458018402906649E-002
   3760.0000000000000      ,  -5.8545799075536209      ,   6.8568812673963144      ,   9.6751000850827147      ,   3.3818326746429478E-003
   3780.0000000000000      ,  -5.7328275742028492      ,   4.7186993278454477      ,   8.7733412200222087      ,   3.4214207087372363E-002
   3800.0000000000000      ,  -5.5484627718436581      ,   3.9342506379556306      ,   8.2409805815021908      ,  0.10200100577592223     
   3820.0000000000000      ,  -4.6049431013549196      ,   3.1637789177028801      ,   7.8355172777915367      ,   5.0731516238455891E-002
   3840.0000000000000      ,  -4.7400688569429175      ,   1.0130879805068245      ,   8.7981590808043677      ,  -2.2959691872604809E-002
   3860.0000000000000      ,  -4.8900500664463600      ,  0.76491013092242199      ,   8.4946165115361829      ,  -3.6699221304232053E-002
   3880.0000000000000      ,  -4.9405110861499422      ,  0.72077743258843086      ,   9.0068228659272815      ,  -3.9366840789889758E-002
   3900.0000000000000      ,  -3.8812174851258381      ,  0.22274703109442642      ,   8.1543726517535173      ,  -9.3506136752077879E-003
   3920.0000000000000      ,  -3.6618754838615075      ,   1.0704435716751379      ,   8.8602267895305769      ,  -3.5040629171090559E-003
   3940.0000000000000      ,  -4.0178491848968019      , -0.99614079291602631      ,   8.9454262480429261      ,  -2.8123964373408951E-002
   3960.0000000000000      ,  -3.6492235776204924      ,  -1.0729243628179559      ,   9.9395848381091394      ,   1.4215821159936826E-002
   3980.0000000000000      ,  -2.6551937113393755      ,  0.30398586862046606      ,   10.144040020228605      ,   4.0510939746876012E-004
   4000.0000000000000      ,  -3.1875083015986867      ,  0.91954347030923067      ,   8.9496442481331293      ,  -2.5702579245260589E-002
   4020.0000000000000      ,  -2.6536390097068736      ,  0.51224088745759899      ,   8.0076844576594297      ,   1.9814705358493712E-002
   4040.0000000000000      ,  -2.6155053860631767      ,   1.5175469509748436      ,   7.8991461775282348      ,   6.9595678386092921E-003
   4060.0000000000000      ,  -1.8877662376697735      , -0.20062210867415833      ,   7.7527360277781190      ,  -4.6368235857758421E-002
   4080.0000000000000      ,  -1.9973692623064159      , -0.61570827868345490      ,   7.5298476069057223      ,  -5.3249965447540286E-002
   4100.0000000000000      ,  -2.2824984111749864      , -0.35820812701197047      ,   9.2150190885058532      ,   4.6627930702311950E-002
   4120.0000000000000      ,  -2.7984421154502104      ,  -5.8985262918144689E-002 ,   9.9602945560217577      ,  0.12240740414637505     
   4140.0000000000000      ,  -1.5403188922901883      , -0.97592804600853189      ,   11.637740410440509      ,   7.7591567407354983E-002
   4160.0000000000000      ,  -2.1643829558777701      , -0.78373424623416410      ,   11.139445340983515      ,   7.9722204065912003E-002
   4180.0000000000000      ,  -2.6414790442486655      , -0.64687886994005772      ,   10.498887321817943      ,  0.15116432161564600     
   4200.0000000000000      ,  -2.0707989729564886      ,  -1.1555841519873751      ,   12.105017357526497      ,  0.11438330312912182     
   4220.0000000000000      ,  -3.3541758985676995      ,  -2.0103375695816190      ,   12.521596806067864      ,   9.4592115854413003E-002
   4240.0000000000000      ,  -4.2479415605507711      ,  -2.1783538624005225      ,   13.578023696212851      ,   5.6595395314576802E-002
   4260.0000000000000      ,  -4.0826209052118907      ,  -3.5004239557233445      ,   13.736686510667347      ,   3.5997698840531479E-002
   4280.0000000000000      ,  -3.1517621499162853      ,  -3.2345334118126945      ,   11.862587537590041      ,   6.5657232223182982E-002
   4300.0000000000000      ,  -2.1590800893478668      ,  -2.9477418758868046      ,   12.556494335611847      ,   7.9000515692540685E-002
   4320.0000000000000      ,  -1.8604317208863133      ,  -2.5173625247523819      ,   12.386174817453341      ,   1.5574549998503695E-002
   4340.0000000000000      ,  -2.4886058308546968      ,  -3.0884088237956000      ,   12.174426173199128      ,  -1.1021675290900102E-002
   4360.0000000000000      ,  -1.6364620551166811      ,  -3.1873140610808570      ,   11.808742173122267      ,   3.9684099400551232E-003
   4380.0000000000000      ,  -2.1936916214780862      ,  -3.0461896677755451      ,   11.303384571440992      ,   2.1399040354092732E-002
   4400.0000000000000      ,  -2.0352020495195537      ,  -4.1154707070248824      ,   10.694883825883938      ,  -3.0611374793739279E-002
   4420.0000000000000      , -0.68896723973961826      ,  -4.0651288958631717      ,   11.235995199002808      ,  -1.5317077474308782E-002
   4440.0000000000000      ,  0.38013644643250838      ,  -4.2317881237192463      ,   8.5146873268015497      ,   1.7576883093050433E-002
