 t[s],u[ft/s],v[ft/s],w[ft/s],p[rad/s],q[rad/s],r[rad/s],x[ft],y[ft],z[ft],e0,ex,ey,ez,aileron[deg],elevator[deg],rudder[deg],throttle,aileron_dot[rad/s],elevator_dot[rad/s],rudder_dot[rad/s],throttle_dot,longitude[deg], latitude[deg], azimuth[deg]
15.8099999999997,348.867492145401,0.478455555867225,40.4047031942671,-0.442834927763289E-2,-0.936978783243351E-2,0.305081730554200E-1,5205.59823748377,1331.67933597590,-900.228709034926,0.943899331708869,0.142516250914532,0.127660706335975,0.269157786219564,-0.136659058190875E-1,-8.63433020852641,-0.174099821290519,0.171759793385649,-0.982074876058917E-4,0.141001869877023E-2,-0.341914463972077E-4,-0.290948926306238E-1,0.142782722436278E-1,0.365262698366439E-2,33.5045163805356
15.8199999999997,348.901766332680,0.478326891101347,40.3901074592987,-0.442246114858867E-2,-0.935995163207428E-2,0.305068472288234E-1,5208.59373413550,1333.50239342470,-900.425503549135,0.943867393890968,0.142527439600319,0.127588812383211,0.269297914334834,-0.137222063291807E-1,-8.63352489388839,-0.174119516605683,0.171468529681536,-0.976855793309213E-4,0.139247824549775E-2,-0.343221961837350E-4,-0.291564481012955E-1,0.142864884785770E-1,0.365762737943596E-2,33.5193026024422
15.8299999999997,348.935948273882,0.478198464859431,40.3756303684314,-0.441659322402808E-2,-0.934989382558101E-2,0.305055246437959E-1,5211.58902726635,1335.32645993948,-900.621814916279,0.943835422832090,0.142538638090073,0.127516970921951,0.269438032552363,-0.137782070633166E-1,-8.63272965590328,-0.174139287236834,0.171176653254895,-0.971645309276548E-4,0.137496107135892E-2,-0.344534463808332E-4,-0.292174376680797E-1,0.142947041552192E-1,0.366263054288978E-2,33.5340896277594
15.8399999999997,348.970037702289,0.478070277079369,40.3612718699166,-0.441074546831481E-2,-0.933961507017011E-2,0.305042053237249E-1,5214.58411608405,1337.15153479429,-900.817642106750,0.943803418413724,0.142549845985918,0.127445182972419,0.269578141059484,-0.138339085166030E-1,-8.63194448113504,-0.174159133470453,0.170884169762038,-0.966443450044306E-4,0.135746735361296E-2,-0.345851930159641E-4,-0.292778618945901E-1,0.143029192713814E-1,0.366763647203474E-2,33.5488775028529
15.8499999999997,349.004034353385,0.477942327693793,40.3470319103345,-0.440491784566457E-2,-0.932911602423883E-2,0.305028892918625E-1,5217.57899979213,1338.97761726328,-901.012984098743,0.943771380517959,0.142561062890759,0.127373449551673,0.269718240043180,-0.138893111856312E-1,-8.63116935604604,-0.174179055590740,0.170591084853594,-0.961250241164145E-4,0.133999726851476E-2,-0.347174321257985E-4,-0.293377213539781E-1,0.143111338248793E-1,0.367264516488001E-2,33.5636662739702
15.8599999999997,349.037937964852,0.477814616630122,40.3329104345993,-0.439911032014850E-2,-0.931839734735129E-2,0.305015765713263E-1,5220.57367759002,1340.80470662069,-901.207839878249,0.943739309027481,0.142572288408274,0.127301771673599,0.269858329690087,-0.139444155684453E-1,-8.63040426699762,-0.174199053879619,0.170297404174413,-0.956065707655409E-4,0.132255099131725E-2,-0.348501597562367E-4,-0.293970166288713E-1,0.143193478135172E-1,0.367765661943499E-2,33.5784559872405
15.8699999999997,349.071748276568,0.477687143810593,40.3189073859653,-0.439332285569672E-2,-0.930745970022467E-2,0.305002671850987E-1,5223.56814867306,1342.63280214088,-901.402208439064,0.943707203825572,0.142583522142929,0.127230150348909,0.269998410186490,-0.139992221645119E-1,-8.62964920025067,-0.174219128616745,0.170003133363469,-0.950889874011016E-4,0.130512869627225E-2,-0.349833719623801E-4,-0.294557483113120E-1,0.143275612350882E-1,0.368267083370940E-2,33.5932466886743
15.8799999999997,349.105465030602,0.477559909152305,40.3050227060317,-0.438755541610173E-2,-0.929630374471541E-2,0.304989611560276E-1,5226.56241223249,1344.46190309831,-901.596088782789,0.943675064796109,0.142594763699973,0.127158586585132,0.270138481718320,-0.140537314746900E-1,-8.62890414196621,-0.174239280079507,0.169708278053772,-0.945722764200715E-4,0.128773055663045E-2,-0.351170648085762E-4,-0.295139170026968E-1,0.143357740873742E-1,0.368768780571329E-2,33.6080384241631
15.8899999999997,349.139087971211,0.477432912567252,40.2912563347486,-0.438180796502187E-2,-0.928493014380543E-2,0.304976585068258E-1,5229.55646745549,1346.29200876759,-901.789479918828,0.943642891823567,0.142606012685443,0.127087081386615,0.270278544471155,-0.141079440012008E-1,-8.62816907820594,-0.174259508543032,0.169412843872268,-0.940564401669258E-4,0.127035674464562E-2,-0.352512343683734E-4,-0.295715233137146E-1,0.143439863681459E-1,0.369270753345703E-2,33.6228312394791
15.8999999999997,349.172616844834,0.477306153962360,40.2776082104223,-0.437608046598476E-2,-0.927333956158844E-2,0.304963592600716E-1,5232.55031352519,1348.12311842343,-901.982380864393,0.943610684793013,0.142617268706172,0.127015635754513,0.270418598630216,-0.141618602475976E-1,-8.62744399493288,-0.174279814280197,0.169116836439752,-0.935414809346266E-4,0.125300743157301E-2,-0.353858767247934E-4,-0.296285678642858E-1,0.143521980751631E-1,0.369773001495136E-2,33.6376251802750
15.9099999999997,349.206051400088,0.477179633239528,40.2640782697212,-0.437037288239063E-2,-0.926153266325628E-2,0.304950634382085E-1,5235.54394962072,1349.95523134072,-902.174790644507,0.943578443590106,0.142628531369787,0.126944250686784,0.270558644380366,-0.142154807187362E-1,-8.62672887801186,-0.174300197561627,0.168820261370772,-0.930274009635982E-4,0.123568278767282E-2,-0.355209879701566E-4,-0.296850512835016E-1,0.143604092061743E-1,0.370275524820741E-2,33.6524202920837
15.9199999999997,349.239391387769,0.477053350295659,40.2506664476811,-0.436468517751579E-2,-0.924951011508532E-2,0.304937710635454E-1,5238.53737491719,1351.78834679446,-902.366708291999,0.943546168101101,0.142639800284715,0.126872927178188,0.270698681906108,-0.142688059207452E-1,-8.62602371321015,-0.174320658655703,0.168523124273540,-0.925142024437372E-4,0.121838298221110E-2,-0.356565642060912E-4,-0.297409742095623E-1,0.143686197589173E-1,0.370778323123675E-2,33.6672166203178
15.9299999999997,349.272636560839,0.476927305022698,40.2373726777107,-0.435901731451593E-2,-0.923727258442287E-2,0.304924821582567E-1,5241.53058858576,1353.62246405983,-902.558132847511,0.943513858212840,0.142651075060184,0.126801666220281,0.270838711391586,-0.143218363609967E-1,-8.62532848619800,-0.174341197828571,0.168225430749840,-0.920018875135396E-4,0.120110818346128E-2,-0.357926015436975E-4,-0.297963372897163E-1,0.143768297311187E-1,0.371281396205134E-2,33.6820142102697
15.9399999999997,349.305786674430,0.476801497307670,40.2241968915978,-0.435336925642948E-2,-0.922482073967372E-2,0.304911967443822E-1,5244.52358979358,1355.45758241219,-902.749063359496,0.943481513812760,0.142662355306229,0.126730468801408,0.270978733020579,-0.143745725480768E-1,-8.62464318254921,-0.174361815344140,0.167927186394938,-0.914904582610185E-4,0.118385855870555E-2,-0.359290961035114E-4,-0.298511411801997E-1,0.143850391204946E-1,0.371784743866364E-2,33.6968131071107
15.9499999999997,349.338841485836,0.476675927032713,40.2111390195143,-0.434774096618093E-2,-0.921215525028661E-2,0.304899148438272E-1,5247.51637770392,1357.29370112706,-902.939498884217,0.943449134788884,0.142673640633693,0.126659335906701,0.271118746976500,-0.144270149917570E-1,-8.62396778774175,-0.174382511464094,0.167628396797494,-0.909799167236642E-4,0.116663427423662E-2,-0.360660440155896E-4,-0.299053865461745E-1,0.143932479247499E-1,0.372288365908657E-2,33.7116133558916
15.9599999999997,349.371800754507,0.476550594075112,40.1981989900223,-0.434213240658414E-2,-0.919927678674086E-2,0.304886364783628E-1,5250.50895147611,1359.13081948014,-903.129438485753,0.943416721029827,0.142684930654232,0.126588268518075,0.271258753442396,-0.144791642029646E-1,-8.62330228715824,-0.174403286447896,0.167329067539470,-0.904702648885135E-4,0.114943549535919E-2,-0.362034414195030E-4,-0.299590740616684E-1,0.144014561415790E-1,0.372792262133356E-2,33.7264150015416
15.9699999999997,349.404664242050,0.476425498307337,40.1853767300797,-0.433654354034565E-2,-0.918618602053299E-2,0.304873616696256E-1,5253.50131026556,1360.96893674734,-903.318881235994,0.943384272424789,0.142696224980317,0.126517267614221,0.271398752600949,-0.145310206937549E-1,-8.62264666608662,-0.174424140552791,0.167029204196044,-0.899615046935578E-4,0.113226238639032E-2,-0.363412844643582E-4,-0.300122044095134E-1,0.144096637686657E-1,0.373296432341859E-2,33.7412180888683
15.9799999999997,349.437431712220,0.476300639597074,40.1726721650457,-0.433097433006789E-2,-0.917288362416341E-2,0.304860904391180E-1,5256.49345322385,1362.80805220475,-903.507826214644,0.943351788863557,0.142707523225235,0.126446334170602,0.271538744634466,-0.145825849772820E-1,-8.62200090972060,-0.174445074033812,0.166728812335523,-0.894536380268412E-4,0.111511511066373E-2,-0.364795693088802E-4,-0.300647782812850E-1,0.144178708036830E-1,0.373800876335617E-2,33.7560226625579
15.9899999999997,349.470102930918,0.476176017807262,40.1600852186869,-0.432542473825248E-2,-0.915937027112313E-2,0.304848228082083E-1,5259.48537949867,1364.64816512869,-903.696272509221,0.943319270236507,0.142718825003097,0.126375469159453,0.271678729724887,-0.146338575677707E-1,-8.62136500316035,-0.174466087143790,0.166427897519251,-0.889466667276487E-4,0.109799383052887E-2,-0.366182921215015E-4,-0.301167963772417E-1,0.144260772442933E-1,0.374305593916140E-2,33.7708287671740
15.9999999999997,349.502677666186,0.476051632796127,40.1476158131827,-0.431989472730343E-2,-0.914564663588054E-2,0.304835587981306E-1,5262.47708823389,1366.48927479569,-903.884219215057,0.943286716434595,0.142730129928837,0.126304673549769,0.271818708053774,-0.146848389804883E-1,-8.62073893141297,-0.174487180133353,0.166126465301531,-0.884405925856808E-4,0.108089870735306E-2,-0.367574490803844E-4,-0.301682594062639E-1,0.144342830881486E-1,0.374810584884997E-2,33.7856364471582
16.0099999999997,349.535155688203,0.475927484417212,40.1352638691312,-0.431438425953036E-2,-0.913171339386826E-2,0.304822984299851E-1,5265.46857856958,1368.33138048250,-904.071665435295,0.943254127349365,0.142741437618216,0.126233948307309,0.271958679802318,-0.147355297317167E-1,-8.62012267939309,-0.174508353250936,0.165824521229529,-0.879354173426693E-4,0.106382990152390E-2,-0.368970363733861E-4,-0.302191680857935E-1,0.144424883328904E-1,0.375315849043820E-2,33.8004457468294
16.0199999999997,349.567536769281,0.475803572519415,40.1230293055549,-0.430889329715169E-2,-0.911757122147000E-2,0.304810417247378E-1,5268.45984964200,1370.17448146613,-904.258610280894,0.943221502872942,0.142752747687826,0.126163294394586,0.272098645151332,-0.147859303387245E-1,-8.61951623192343,-0.174529606742788,0.165522070843196,-0.874311426923859E-4,0.104678757245028E-2,-0.370370501982161E-4,-0.302695231417729E-1,0.144506929761498E-1,0.375821386194305E-2,33.8152567103836
16.0299999999997,349.599820683858,0.475679896947018,40.1109120399066,-0.430342180229781E-2,-0.910322079600746E-2,0.304797887032213E-1,5271.45090058365,1372.01857702380,-904.445052870624,0.943188842898031,0.142764059755090,0.126092712770865,0.272238604281249,-0.148360413197394E-1,-8.61891957373538,-0.174550940852969,0.165219119675182,-0.869277702804008E-4,0.102977187856488E-2,-0.371774867623367E-4,-0.303193253085847E-1,0.144588970155476E-1,0.376327196138215E-2,33.8300693818937
16.0399999999997,349.632007208499,0.475556457539724,40.0989119880753,-0.429796973701424E-2,-0.908866279572732E-2,0.304785393861341E-1,5274.44173052327,1373.86366643300,-904.630992331069,0.943156147317921,0.142775373438270,0.126022204392160,0.272378557372124,-0.148858631939211E-1,-8.61833268946953,-0.174572355823369,0.164915673250750,-0.864253017047753E-4,0.101278297732407E-2,-0.373183422832072E-4,-0.303685753289909E-1,0.144671004486942E-1,0.376833278677383E-2,33.8448838053091
16.0499999999997,349.664096121884,0.475433254132684,40.0870290643917,-0.429253706326472E-2,-0.907389789978828E-2,0.304772937940411E-1,5277.43233858587,1375.70974897149,-904.816427796622,0.943123416026478,0.142786688356464,0.125951770211229,0.272518504603631,-0.149353964813336E-1,-8.61775556367624,-0.174593851893700,0.164611737087692,-0.859237385165679E-4,0.995821025211206E-3,-0.374596129881903E-4,-0.304172739540728E-1,0.144753032731900E-1,0.377339633613713E-2,33.8597000244557
16.0599999999997,349.696087204810,0.475310286556535,40.0752631816342,-0.428712374293440E-2,-0.905892678824808E-2,0.304760519473736E-1,5280.42272389278,1377.55682391728,-905.001358409488,0.943090648918147,0.142798004129614,0.125881411177569,0.272658446155059,-0.149846417029187E-1,-8.61718818081622,-0.174615429301513,0.164307316696250,-0.854230822198918E-4,0.978886177738192E-3,-0.376012951146544E-4,-0.304654219431702E-1,0.144835054866250E-1,0.377846260749183E-2,33.8745180830355
16.0699999999997,349.727980240185,0.475187554637428,40.0636142510349,-0.428172973783285E-2,-0.904375014205065E-2,0.304748138664295E-1,5283.41288556161,1379.40489054867,-905.185783319683,0.943057845887951,0.142809320378504,0.125811128237414,0.272798382205312,-0.150335993804685E-1,-8.61663052526105,-0.174637088282196,0.164002417579031,-0.849233342721742E-4,0.961978589446858E-3,-0.377433849100271E-4,-0.305130200638213E-1,0.144917070865791E-1,0.378353159885845E-2,33.8893380246263
16.0799999999997,349.759775013021,0.475065058197062,40.0520821822853,-0.427635500969718E-2,-0.902836864301327E-2,0.304735795713733E-1,5286.40282270632,1381.25394814423,-905.369701685029,0.943025006831490,0.142820636724768,0.125740922333731,0.272938312932910,-0.150822700365993E-1,-8.61608258129378,-0.174658829068984,0.163697045230922,-0.844244960845409E-4,0.945098413910455E-3,-0.378858786318442E-4,-0.305600690917022E-1,0.144999080706223E-1,0.378860330825832E-2,33.9041598926815
16.0899999999997,349.791471310432,0.474942797052714,40.0406668835422,-0.427099952019511E-2,-0.901278297381375E-2,0.304723490822363E-1,5289.39253443722,1383.10399598283,-905.553112671157,0.942992131644937,0.142831952790887,0.125670794406213,0.273078238515982,-0.151306541947249E-1,-8.61554433310944,-0.174680651892963,0.163391205139018,-0.839265690228321E-4,0.928245803736369E-3,-0.380287725477320E-4,-0.306065698105669E-1,0.145081084363145E-1,0.379367773371357E-2,33.9189837305300
16.0999999999997,349.823068921629,0.474820771017271,40.0293682614336,-0.426566323092795E-2,-0.899699381797773E-2,0.304711224189163E-1,5292.38201986099,1384.95503334367,-905.736015451504,0.942959220225040,0.142843268200198,0.125600745391282,0.273218159132270,-0.151787523790305E-1,-8.61501576481564,-0.174702556983079,0.163084902782531,-0.834295544067947E-4,0.911420910565360E-3,-0.381720629356422E-4,-0.306525230121871E-1,0.145163081812057E-1,0.379875487324714E-2,33.9338095813757
16.1099999999997,349.854567637913,0.474698979899261,40.0181862210646,-0.426034610343366E-2,-0.898100185986596E-2,0.304698996011783E-1,5295.37127808072,1386.80705950621,-905.918409207310,0.942926272469120,0.142854582576889,0.125530776222078,0.273358074959122,-0.152265651144464E-1,-8.61449686043310,-0.174724544566136,0.162778143632719,-0.829334535112701E-4,0.894623885077133E-3,-0.383157460836659E-4,-0.306979294962922E-1,0.145245073028359E-1,0.380383472488285E-2,33.9486374882976
16.1199999999997,349.885967252673,0.474577423502883,40.0071206660235,-0.425504809918981E-2,-0.896480778466164E-2,0.304686806486544E-1,5298.36030819591,1388.66007375027,-906.100293127618,0.942893288275069,0.142865895546010,0.125460887828462,0.273497986173496,-0.152740929266222E-1,-8.61398760389620,-0.174746614866812,0.162470933152801,-0.824382675663216E-4,0.877854876989616E-3,-0.384598182903122E-4,-0.307427900705091E-1,0.145327057987354E-1,0.380891728664537E-2,33.9634674942491
16.1299999999997,349.917267561383,0.474456101628039,39.9961714983875,-0.424976917961659E-2,-0.894841227835788E-2,0.304674655808436E-1,5301.34910930249,1390.51407535596,-906.281666409274,0.942860267541352,0.142877206733470,0.125391081137006,0.273637892951954,-0.153213363419015E-1,-8.61348797905355,-0.174768768107659,0.162163276797880,-0.819439977573680E-4,0.861114035060950E-3,-0.386042758643746E-4,-0.307871055503025E-1,0.145409036664248E-1,0.381400255656028E-2,33.9782996420581
16.1399999999997,349.948468361593,0.474335014070363,39.9853386187287,-0.424450930607975E-2,-0.893181602774509E-2,0.304662544171122E-1,5304.33768049285,1392.36906360377,-906.462528256921,0.942827210166999,0.142888515766040,0.125321357070996,0.273777795470662,-0.153682958872960E-1,-8.61299796966851,-0.174791004509109,0.161855180014866,-0.814506452260101E-4,0.844401507091893E-3,-0.387491151250818E-4,-0.308308767589150E-1,0.145491009034147E-1,0.381909053265405E-2,33.9931339744270
16.1499999999997,349.979569452926,0.474214160621252,39.9746219261202,-0.423926843989352E-2,-0.891501972039850E-2,0.304650471766941E-1,5307.32602085589,1394.22503777449,-906.642877882998,0.942794116051612,0.142899822271358,0.125251716550424,0.273917693905390,-0.154149720904604E-1,-8.61251755941979,-0.174813324289482,0.161546648242396,-0.809582110696448E-4,0.827717439927710E-3,-0.388943324021053E-4,-0.308741045273075E-1,0.145572975072063E-1,0.382418121295414E-2,34.0079705339318
16.1599999999997,350.010570637075,0.474093541067895,39.9640213181420,-0.423404654232355E-2,-0.889802404466572E-2,0.304638438786903E-1,5310.31412947696,1396.08199714929,-906.822714507740,0.942760985095357,0.142911125877931,0.125182160491985,0.274057588431508,-0.154613654796672E-1,-8.61204673190193,-0.174835727664991,0.161237686910762,-0.804666963424140E-4,0.811061979459906E-3,-0.390399240357204E-4,-0.309167896940993E-1,0.145654934752912E-1,0.382927459548893E-2,34.0228093630225
16.1699999999997,350.041471717796,0.473973155193302,39.9535366908869,-0.422884357458977E-2,-0.888082968965429E-2,0.304626445420697E-1,5313.30200543797,1397.93994100968,-907.002037359176,0.942727817198967,0.142922426215135,0.125112689809078,0.274197479223985,-0.155074765837822E-1,-8.61158547062592,-0.174858214849748,0.160928301441828,-0.799761020554232E-4,0.794435270627056E-3,-0.391858863767115E-4,-0.309589331055086E-1,0.145736888051513E-1,0.383437067828781E-2,34.0376505040225
16.1799999999997,350.072272500904,0.473853002776336,39.9431679389666,-0.422365949786933E-2,-0.886343734521937E-2,0.304614491856689E-1,5316.28964781736,1399.79886863754,-907.180845673121,0.942694612263740,0.142933722913219,0.125043305411796,0.274337366457389,-0.155533059322394E-1,-8.61113375901970,-0.174880786055771,0.160618497248960,-0.794864291770860E-4,0.777837457418982E-3,-0.393322157865236E-4,-0.310005356152934E-1,0.145818834942591E-1,0.383946945938116E-2,34.0524939991286
16.1899999999997,350.102972794270,0.473733083591740,39.9329149555177,-0.421849427329936E-2,-0.884584770195140E-2,0.304602578281921E-1,5319.27705569012,1401.65877931513,-907.359138693180,0.942661370191537,0.142945015603310,0.124974008206930,0.274477250305883,-0.155988540550167E-1,-8.61069158042871,-0.174903441492989,0.160308279736947,-0.789976786333998E-4,0.761268682876557E-3,-0.394789086372665E-4,-0.310415980846916E-1,0.145900775400777E-1,0.384457093680039E-2,34.0673398904106
16.1999999999997,350.133572407814,0.473613397410167,39.9227776322078,-0.421334786197990E-2,-0.882806145116384E-2,0.304590704882117E-1,5322.26422812785,1403.51967232511,-907.536915670741,0.942628090884778,0.142956303917411,0.124904799097959,0.274617130943227,-0.156441214826118E-1,-8.61025891811647,-0.174926181369249,0.159997654301929,-0.785098513079958E-4,0.744729089094313E-3,-0.396259613117655E-4,-0.310821213823619E-1,0.145982709400608E-1,0.384967510857798E-2,34.0821882198114
16.2099999999997,350.164071153499,0.473493943998208,39.9127558592414,-0.420822022497666E-2,-0.881007928488095E-2,0.304578871841681E-1,5325.25116419874,1405.38154695049,-907.714175864975,0.942594774246448,0.142967587488406,0.124835678985054,0.274757008542773,-0.156891087460180E-1,-8.60983575526506,-0.174949005890320,0.159686626331323,-0.780229480435542E-4,0.728218817223595E-3,-0.397733702035948E-4,-0.311221063843247E-1,0.146064636916528E-1,0.385478197274747E-2,34.0970390291465
16.2199999999997,350.194468845330,0.473374723118422,39.9028495253661,-0.420311132332381E-2,-0.879190189582562E-2,0.304567079343700E-1,5328.23786296759,1407.24440247472,-907.890918542828,0.942561420180088,0.142978865950060,0.124766648765067,0.274896883277465,-0.157338163767005E-1,-8.60942207497573,-0.174971915259905,0.159375201203749,-0.775369696410905E-4,0.711738007471442E-3,-0.399211317172383E-4,-0.311615539739031E-1,0.146146557922888E-1,0.385989152734350E-2,34.1118923601036
16.2299999999997,350.224765299347,0.473255734529361,39.8930585178784,-0.419802111802679E-2,-0.877352997740727E-2,0.304555327569942E-1,5331.22432349588,1409.10823818163,-908.067142979026,0.942528028589799,0.142990138937027,0.124697709331537,0.275036755319839,-0.157782449065725E-1,-8.60901786026940,-0.174994909679639,0.159063384288954,-0.770519168605840E-4,0.695286799105913E-3,-0.400692422680178E-4,-0.312004650416637E-1,0.146228472393947E-1,0.386500377040181E-2,34.1267482542430
16.2399999999997,350.254960333621,0.473136977985605,39.8833827226302,-0.419294957006502E-2,-0.875496422370972E-2,0.304543616700863E-1,5334.21054484173,1410.97305335549,-908.242848456064,0.942494599380236,0.143001406084845,0.124628861574679,0.275176624842018,-0.158223948679722E-1,-8.60862309408720,-0.175017989349102,0.158751180947748,-0.765677904218994E-4,0.678865330455945E-3,-0.402176982821423E-4,-0.312388404853577E-1,0.146310380303874E-1,0.387011869995930E-2,34.1416067529970
16.2499999999997,350.285053768247,0.473018453237782,39.8738220240343,-0.418789664039469E-2,-0.873620532947922E-2,0.304531946915602E-1,5337.19652605995,1412.83884728095,-908.418034264206,0.942461132456614,0.143012667029943,0.124560106381385,0.275316492015713,-0.158662667936393E-1,-8.60823775929103,-0.175041154465822,0.158438596531923,-0.760845910038962E-4,0.662473738913707E-3,-0.403664961968934E-4,-0.312766812098624E-1,0.146392281626745E-1,0.387523631405402E-2,34.1564678976696
16.2599999999997,350.315045425340,0.472900160032602,39.8643763050713,-0.418286228995140E-2,-0.871725399011243E-2,0.304520318391989E-1,5340.18226620207,1414.70561924314,-908.592699701480,0.942427627724697,0.143023921409642,0.124491444635222,0.275456357012222,-0.159098612166918E-1,-8.60786183866409,-0.175064405225283,0.158125636384190,-0.756023192461190E-4,0.646112160938190E-3,-0.405156324604778E-4,-0.313139881271221E-1,0.146474176336547E-1,0.388035661072521E-2,34.1713317294367
16.2699999999997,350.344935129033,0.472782098112880,39.8550454472947,-0.417784647965291E-2,-0.869811090164451E-2,0.304508731306539E-1,5343.16776431635,1416.57336852761,-908.766844073678,0.942394085090804,0.143035168862155,0.124422877216428,0.275596220002428,-0.159531786706035E-1,-8.60749531491140,-0.175087741820928,0.157812305838104,-0.751209757483075E-4,0.629780732054265E-3,-0.406651035323097E-4,-0.313507621560901E-1,0.146556064407178E-1,0.388547958801331E-2,34.1861982893454
16.2799999999997,350.374722705469,0.472664267217569,39.8458293308379,-0.417284917040179E-2,-0.867877676073719E-2,0.304497185834460E-1,5346.15301944778,1418.44209442034,-908.940466694347,0.942360504461807,0.143046409026593,0.124354405001908,0.275736081156795,-0.159962196891813E-1,-8.60713817066036,-0.175111164444172,0.157498610217993,-0.746405610714644E-4,0.613479586858092E-3,-0.408149058827181E-4,-0.313870042226698E-1,0.146637945812444E-1,0.389060524395998E-2,34.2010676183143
16.2899999999997,350.404407982795,0.472546667081781,39.8367278344199,-0.416787032308808E-2,-0.865925226466701E-2,0.304485682149651E-1,5349.13803063815,1420.31179620779,-909.113566884788,0.942326885745125,0.143057641542967,0.124286028865234,0.275875940645371,-0.160389848065428E-1,-8.60679038846128,-0.175134673284400,0.157184554838895,-0.741610757375428E-4,0.597208859015468E-3,-0.409650359933508E-4,-0.314227152596564E-1,0.146719820526066E-1,0.389573357660813E-2,34.2159397571330
16.2999999999997,350.433990791161,0.472429297436821,39.8277408353514,-0.416290989859190E-2,-0.863953811131342E-2,0.304474220424702E-1,5352.12279692601,1422.18247317686,-909.286143974051,0.942293228848727,0.143068866052185,0.124217749676641,0.276015798637783,-0.160814745570943E-1,-8.60645195078787,-0.175158268528981,0.156870145006484,-0.736825202303148E-4,0.580968681266617E-3,-0.411154903570797E-4,-0.314578962066790E-1,0.146801688521676E-1,0.390086458400193E-2,34.2308147464620
16.3099999999998,350.463470962713,0.472312158010207,39.8188682095412,-0.415796785778608E-2,-0.861963499914713E-2,0.304462800830901E-1,5355.10731734673,1424.05412461493,-909.458197298932,0.942259533681130,0.143080082196060,0.124149568303024,0.276155655303239,-0.161236894755087E-1,-8.60612284003787,-0.175181950363269,0.156555386017002,-0.732048949954048E-4,0.564759185427933E-3,-0.412662654778938E-4,-0.314925480101421E-1,0.146883549772815E-1,0.390599826418686E-2,34.2456926268325
16.3199999999998,350.492848331585,0.472195248525701,39.8101098315019,-0.415304416153873E-2,-0.859954362721832E-2,0.304451423538228E-1,5358.09159093254,1425.92674980987,-909.629726203967,0.942225800151395,0.143091289617308,0.124081485607937,0.276295510810521,-0.161656300967037E-1,-8.60580303853345,-0.175205718970613,0.156240283157195,-0.727282004409519E-4,0.548580502393628E-3,-0.414173578712028E-4,-0.315266716231681E-1,0.146965404252943E-1,0.391113461520970E-2,34.2605734386462
16.3299999999998,350.522122733900,0.472078568703337,39.8014655743566,-0.414813877071583E-2,-0.857926469514508E-2,0.304440088715365E-1,5361.07561671250,1427.80034805001,-909.800730041429,0.942192028169128,0.143102487959554,0.124013502451589,0.276435365327991,-0.162072969558203E-1,-8.60549252852187,-0.175229574532362,0.155924841704243,-0.722524369374237E-4,0.532432762136443E-3,-0.415687640636562E-4,-0.315602680055387E-1,0.147047251935429E-1,0.391627363511854E-2,34.2754572221751
16.3399999999998,350.551294007760,0.471962118259444,39.7929353098449,-0.414325164618376E-2,-0.855879890310172E-2,0.304428796529688E-1,5364.05939371253,1429.67491862420,-909.971208171322,0.942158217644480,0.143113676867329,0.123945619690842,0.276575219023584,-0.162486905882017E-1,-8.60519129217590,-0.175253517227871,0.155609066925695,-0.717776048186191E-4,0.516316093711112E-3,-0.417204805933211E-4,-0.315933381236381E-1,0.147129092793558E-1,0.392141532196287E-2,34.2903440175616
16.3499999999998,350.580361993243,0.471845896906673,39.7845189083287,-0.413838274881185E-2,-0.853814695180723E-2,0.304417547147276E-1,5367.04292095547,1431.55046082177,-910.141159961376,0.942124368488141,0.143124855986077,0.123877838179211,0.276715072064809,-0.162898115293715E-1,-8.60489931159442,-0.175277547234508,0.155292964079405,-0.713037043816842E-4,0.500230625257513E-3,-0.418725040097062E-4,-0.316258829503945E-1,0.147210926800530E-1,0.392655967379350E-2,34.3052338648179
16.3599999999998,350.609326532399,0.471729904354025,39.7762162387989,-0.413353203947483E-2,-0.851730954251382E-2,0.304406340732910E-1,5370.02619746106,1433.42697393256,-910.310584787044,0.942090480611342,0.143136024962153,0.123810158766857,0.276854924618745,-0.163306603150138E-1,-8.60461656880292,-0.175301664727662,0.154976538413462,-0.708307358876420E-4,0.484176484001104E-3,-0.420248308737373E-4,-0.316579034652233E-1,0.147292753929461E-1,0.393170668866268E-2,34.3201268038260
16.3699999999998,350.638187469243,0.471614140306877,39.7680271688811,-0.412869947905538E-2,-0.849628737699535E-2,0.304395177450074E-1,5373.00922224600,1435.30445724693,-910.479482031496,0.942056553925853,0.143147183442828,0.123742582300590,0.276994776852045,-0.163712374809515E-1,-8.60434304575402,-0.175325869880748,0.154659795166129,-0.703586995617020E-4,0.468153796255487E-3,-0.421774577578101E-4,-0.316894006539692E-1,0.147374574153381E-1,0.393685636462404E-2,34.3350228743376
16.3799999999998,350.666944649748,0.471498604467005,39.7599515648425,-0.412388502844657E-2,-0.847508115753599E-2,0.304384057460957E-1,5375.99199432390,1437.18291005578,-910.647851085612,0.942022588343981,0.143158331076288,0.123675109623862,0.277134628930928,-0.164115435631265E-1,-8.60407872432799,-0.175350162865214,0.154342739565781,-0.698875955930997E-4,0.452162687423889E-3,-0.423303812459320E-4,-0.317203755088494E-1,0.147456387445238E-1,0.394200869973268E-2,34.3499221159738
