 time[s],latitude[deg],longitude[deg],azimuth[deg]
4.5400000,0.44135305E-2,-0.58561143E-4,1.1510659
4.5500000,0.44234756E-2,-0.58382243E-4,1.1594300
4.5600000,0.44334220E-2,-0.58201660E-4,1.1677895
4.5700000,0.44433697E-2,-0.58019395E-4,1.1761441
4.5800000,0.44533188E-2,-0.57835445E-4,1.1844941
4.5900000,0.44632693E-2,-0.57649810E-4,1.1928393
4.6000000,0.44732211E-2,-0.57462489E-4,1.2011798
4.6100000,0.44831743E-2,-0.57273480E-4,1.2095156
4.6200000,0.44931289E-2,-0.57082782E-4,1.2178466
4.6300000,0.45030848E-2,-0.56890395E-4,1.2261730
4.6400000,0.45130421E-2,-0.56696318E-4,1.2344947
4.6500000,0.45230008E-2,-0.56500548E-4,1.2428118
4.6600000,0.45329609E-2,-0.56303086E-4,1.2511242
4.6700000,0.45429223E-2,-0.56103930E-4,1.2594320
4.6800000,0.45528851E-2,-0.55903079E-4,1.2677353
4.6900000,0.45628493E-2,-0.55700531E-4,1.2760339
4.7000000,0.45728148E-2,-0.55496287E-4,1.2843281
4.7100000,0.45827818E-2,-0.55290345E-4,1.2926178
4.7200000,0.45927501E-2,-0.55082704E-4,1.3009030
4.7300000,0.46027198E-2,-0.54873363E-4,1.3091838
4.7400000,0.46126909E-2,-0.54662321E-4,1.3174602
4.7500000,0.46226634E-2,-0.54449577E-4,1.3257323
4.7600000,0.46326373E-2,-0.54235131E-4,1.3340000
4.7700000,0.46426126E-2,-0.54018980E-4,1.3422635
4.7800000,0.46525893E-2,-0.53801125E-4,1.3505228
4.7900000,0.46625673E-2,-0.53581564E-4,1.3587779
4.8000000,0.46725468E-2,-0.53360296E-4,1.3670288
4.8100000,0.46825277E-2,-0.53137321E-4,1.3752757
4.8200000,0.46925099E-2,-0.52912637E-4,1.3835185
4.8300000,0.47024936E-2,-0.52686244E-4,1.3917574
4.8400000,0.47124787E-2,-0.52458140E-4,1.3999922
4.8500000,0.47224652E-2,-0.52228326E-4,1.4082232
4.8600000,0.47324531E-2,-0.51996799E-4,1.4164504
4.8700000,0.47424424E-2,-0.51763560E-4,1.4246737
4.8800000,0.47524331E-2,-0.51528607E-4,1.4328933
4.8900000,0.47624253E-2,-0.51291939E-4,1.4411092
4.9000000,0.47724188E-2,-0.51053555E-4,1.4493215
4.9100000,0.47824138E-2,-0.50813456E-4,1.4575301
4.9200000,0.47924102E-2,-0.50571639E-4,1.4657353
4.9300000,0.48024080E-2,-0.50328104E-4,1.4739369
4.9400000,0.48124073E-2,-0.50082851E-4,1.4821351
4.9500000,0.48224079E-2,-0.49835878E-4,1.4903299
4.9600000,0.48324100E-2,-0.49587184E-4,1.4985214
4.9700000,0.48424135E-2,-0.49336770E-4,1.5067097
4.9800000,0.48524185E-2,-0.49084633E-4,1.5148947
4.9900000,0.48624248E-2,-0.48830774E-4,1.5230765
5.0000000,0.48724327E-2,-0.48575192E-4,1.5312552
5.0100000,0.48824419E-2,-0.48317885E-4,1.5394308
5.0200000,0.48924526E-2,-0.48058853E-4,1.5476034
5.0300000,0.49024647E-2,-0.47798095E-4,1.5557731
5.0400000,0.49124783E-2,-0.47535611E-4,1.5639398
5.0500000,0.49224933E-2,-0.47271400E-4,1.5721037
5.0600000,0.49325097E-2,-0.47005461E-4,1.5802647
5.0700000,0.49425276E-2,-0.46737793E-4,1.5884230
5.0800000,0.49525469E-2,-0.46468395E-4,1.5965785
5.0900000,0.49625677E-2,-0.46197268E-4,1.6047314
5.1000000,0.49725900E-2,-0.45924410E-4,1.6128817
5.1100000,0.49826136E-2,-0.45649820E-4,1.6210293
5.1200000,0.49926388E-2,-0.45373499E-4,1.6291744
5.1300000,0.50026654E-2,-0.45095444E-4,1.6373170
5.1400000,0.50126934E-2,-0.44815656E-4,1.6454572
5.1500000,0.50227229E-2,-0.44534134E-4,1.6535950
5.1600000,0.50327539E-2,-0.44250877E-4,1.6617303
5.1700000,0.50427863E-2,-0.43965885E-4,1.6698634
5.1800000,0.50528202E-2,-0.43679156E-4,1.6779941
5.1900000,0.50628555E-2,-0.43390691E-4,1.6861226
5.2000000,0.50728923E-2,-0.43100488E-4,1.6942489
5.2100000,0.50829306E-2,-0.42808547E-4,1.7023730
5.2200000,0.50929704E-2,-0.42514868E-4,1.7104950
5.2300000,0.51030116E-2,-0.42219450E-4,1.7186148
5.2400000,0.51130543E-2,-0.41922291E-4,1.7267326
5.2500000,0.51230985E-2,-0.41623392E-4,1.7348483
5.2600000,0.51331441E-2,-0.41322752E-4,1.7429620
5.2700000,0.51431912E-2,-0.41020371E-4,1.7510736
5.2800000,0.51532398E-2,-0.40716247E-4,1.7591834
5.2900000,0.51632899E-2,-0.40410381E-4,1.7672911
5.3000000,0.51733414E-2,-0.40102771E-4,1.7753970
5.3100000,0.51833945E-2,-0.39793417E-4,1.7835010
5.3200000,0.51934490E-2,-0.39482318E-4,1.7916031
5.3300000,0.52035050E-2,-0.39169475E-4,1.7997033
5.3400000,0.52135625E-2,-0.38854886E-4,1.8078018
5.3500000,0.52236215E-2,-0.38538551E-4,1.8158984
5.3600000,0.52336819E-2,-0.38220469E-4,1.8239932
5.3700000,0.52437439E-2,-0.37900640E-4,1.8320862
5.3800000,0.52538073E-2,-0.37579063E-4,1.8401775
5.3900000,0.52638723E-2,-0.37255738E-4,1.8482671
5.4000000,0.52739387E-2,-0.36930664E-4,1.8563549
5.4100000,0.52840067E-2,-0.36603841E-4,1.8644409
5.4200000,0.52940761E-2,-0.36275268E-4,1.8725253
5.4300000,0.53041471E-2,-0.35944944E-4,1.8806079
5.4400000,0.53142195E-2,-0.35612870E-4,1.8886889
5.4500000,0.53242934E-2,-0.35279045E-4,1.8967681
5.4600000,0.53343689E-2,-0.34943467E-4,1.9048456
5.4700000,0.53444458E-2,-0.34606138E-4,1.9129215
5.4800000,0.53545243E-2,-0.34267056E-4,1.9209957
5.4900000,0.53646043E-2,-0.33926220E-4,1.9290682
5.5000000,0.53746858E-2,-0.33583631E-4,1.9371390
5.5100000,0.53847688E-2,-0.33239288E-4,1.9452081
5.5200000,0.53948533E-2,-0.32893190E-4,1.9532755
5.5300000,0.54049393E-2,-0.32545337E-4,1.9613412
5.5400000,0.54150268E-2,-0.32195729E-4,1.9694053
5.5500000,0.54251159E-2,-0.31844365E-4,1.9774676
5.5600000,0.54352065E-2,-0.31491244E-4,1.9855282
5.5700000,0.54452985E-2,-0.31136367E-4,1.9935871
5.5800000,0.54553922E-2,-0.30779732E-4,2.0016443
5.5900000,0.54654873E-2,-0.30421340E-4,2.0096997
5.6000000,0.54755840E-2,-0.30061190E-4,2.0177534
5.6100000,0.54856821E-2,-0.29699281E-4,2.0258053
5.6200000,0.54957819E-2,-0.29335613E-4,2.0338554
5.6300000,0.55058831E-2,-0.28970186E-4,2.0419038
5.6400000,0.55159859E-2,-0.28603000E-4,2.0499503
5.6500000,0.55260902E-2,-0.28234053E-4,2.0579950
5.6600000,0.55361960E-2,-0.27863347E-4,2.0660379
5.6700000,0.55463034E-2,-0.27490879E-4,2.0740789
5.6800000,0.55564123E-2,-0.27116650E-4,2.0821181
5.6900000,0.55665228E-2,-0.26740659E-4,2.0901553
5.7000000,0.55766347E-2,-0.26362907E-4,2.0981907
5.7100000,0.55867483E-2,-0.25983392E-4,2.1062241
5.7200000,0.55968633E-2,-0.25602115E-4,2.1142555
5.7300000,0.56069799E-2,-0.25219075E-4,2.1222850
5.7400000,0.56170981E-2,-0.24834271E-4,2.1303124
5.7500000,0.56272178E-2,-0.24447703E-4,2.1383379
5.7600000,0.56373390E-2,-0.24059372E-4,2.1463613
5.7700000,0.56474618E-2,-0.23669276E-4,2.1543826
5.7800000,0.56575861E-2,-0.23277416E-4,2.1624018
5.7900000,0.56677120E-2,-0.22883790E-4,2.1704189
5.8000000,0.56778395E-2,-0.22488400E-4,2.1784338
5.8100000,0.56879685E-2,-0.22091243E-4,2.1864466
5.8200000,0.56980990E-2,-0.21692321E-4,2.1944572
5.8300000,0.57082311E-2,-0.21291632E-4,2.2024655
5.8400000,0.57183648E-2,-0.20889177E-4,2.2104715
5.8500000,0.57285000E-2,-0.20484955E-4,2.2184753
5.8600000,0.57386367E-2,-0.20078965E-4,2.2264768
5.8700000,0.57487751E-2,-0.19671208E-4,2.2344759
5.8800000,0.57589150E-2,-0.19261684E-4,2.2424726
5.8900000,0.57690564E-2,-0.18850391E-4,2.2504669
5.9000000,0.57791995E-2,-0.18437330E-4,2.2584588
5.9100000,0.57893441E-2,-0.18022501E-4,2.2664482
5.9200000,0.57994902E-2,-0.17605903E-4,2.2744351
5.9300000,0.58096379E-2,-0.17187535E-4,2.2824195
5.9400000,0.58197872E-2,-0.16767399E-4,2.2904013
5.9500000,0.58299381E-2,-0.16345492E-4,2.2983806
5.9600000,0.58400905E-2,-0.15921816E-4,2.3063572
5.9700000,0.58502445E-2,-0.15496370E-4,2.3143312
5.9800000,0.58604001E-2,-0.15069153E-4,2.3223025
5.9900000,0.58705573E-2,-0.14640166E-4,2.3302710
6.0000000,0.58807160E-2,-0.14209408E-4,2.3382368
6.0100000,0.58908763E-2,-0.13776879E-4,2.3461999
6.0200000,0.59010382E-2,-0.13342579E-4,2.3541601
6.0300000,0.59112017E-2,-0.12906507E-4,2.3621175
6.0400000,0.59213668E-2,-0.12468663E-4,2.3700721
6.0500000,0.59315334E-2,-0.12029048E-4,2.3780237
6.0600000,0.59417016E-2,-0.11587660E-4,2.3859724
6.0700000,0.59518715E-2,-0.11144500E-4,2.3939181
6.0800000,0.59620429E-2,-0.10699568E-4,2.4018609
6.0900000,0.59722158E-2,-0.10252863E-4,2.4098006
6.1000000,0.59823904E-2,-0.98043850E-5,2.4177373
6.1100000,0.59925666E-2,-0.93541340E-5,2.4256708
6.1200000,0.60027443E-2,-0.89021097E-5,2.4336013
6.1300000,0.60129237E-2,-0.84483120E-5,2.4415286
6.1400000,0.60231046E-2,-0.79927406E-5,2.4494528
6.1500000,0.60332872E-2,-0.75353955E-5,2.4573737
6.1600000,0.60434713E-2,-0.70762765E-5,2.4652915
6.1700000,0.60536570E-2,-0.66153833E-5,2.4732059
6.1800000,0.60638444E-2,-0.61527159E-5,2.4811171
6.1900000,0.60740333E-2,-0.56882741E-5,2.4890250
6.2000000,0.60842238E-2,-0.52220578E-5,2.4969295
6.2100000,0.60944160E-2,-0.47540667E-5,2.5048307
6.2200000,0.61046097E-2,-0.42843009E-5,2.5127284
6.2300000,0.61148050E-2,-0.38127601E-5,2.5206228
6.2400000,0.61250020E-2,-0.33394441E-5,2.5285137
6.2500000,0.61352005E-2,-0.28643530E-5,2.5364011
6.2600000,0.61454007E-2,-0.23874866E-5,2.5442850
6.2700000,0.61556025E-2,-0.19088446E-5,2.5521654
6.2800000,0.61658059E-2,-0.14284271E-5,2.5600423
6.2900000,0.61760108E-2,-0.94623397E-6,2.5679156
6.3000000,0.61862174E-2,-0.46226502E-6,2.5757852
6.3100000,0.61964257E-2,0.23479814E-7,2.5836513
6.3200000,0.62066355E-2,0.51100063E-6,2.5915137
6.3300000,0.62168470E-2,0.10002975E-5,2.5993725
6.3400000,0.62270600E-2,0.14913706E-5,2.6072276
6.3500000,0.62372747E-2,0.19842199E-5,2.6150789
6.3600000,0.62474910E-2,0.24788455E-5,2.6229266
6.3700000,0.62577089E-2,0.29752475E-5,2.6307705
6.3800000,0.62679285E-2,0.34734260E-5,2.6386106
6.3900000,0.62781496E-2,0.39733811E-5,2.6464469
6.4000000,0.62883724E-2,0.44751128E-5,2.6542795
6.4100000,0.62985968E-2,0.49786211E-5,2.6621082
6.4200000,0.63088229E-2,0.54839062E-5,2.6699330
6.4300000,0.63190506E-2,0.59909681E-5,2.6777540
6.4400000,0.63292799E-2,0.64998067E-5,2.6855712
6.4500000,0.63395108E-2,0.70104223E-5,2.6933844
6.4600000,0.63497433E-2,0.75228148E-5,2.7011937
6.4700000,0.63599775E-2,0.80369842E-5,2.7089991
6.4800000,0.63702133E-2,0.85529307E-5,2.7168006
6.4900000,0.63804508E-2,0.90706541E-5,2.7245981
6.5000000,0.63906899E-2,0.95901546E-5,2.7323916
6.5100000,0.64009306E-2,0.10111432E-4,2.7401811
6.5200000,0.64111730E-2,0.10634487E-4,2.7479667
6.5300000,0.64214170E-2,0.11159319E-4,2.7557482
6.5400000,0.64316626E-2,0.11685927E-4,2.7635257
6.5500000,0.64419099E-2,0.12214313E-4,2.7712992
6.5600000,0.64521588E-2,0.12744476E-4,2.7790686
6.5700000,0.64624093E-2,0.13276417E-4,2.7868339
6.5800000,0.64726615E-2,0.13810134E-4,2.7945952
6.5900000,0.64829154E-2,0.14345628E-4,2.8023525
6.6000000,0.64931709E-2,0.14882900E-4,2.8101056
6.6100000,0.65034280E-2,0.15421949E-4,2.8178546
6.6200000,0.65136868E-2,0.15962774E-4,2.8255995
6.6300000,0.65239472E-2,0.16505377E-4,2.8333403
6.6400000,0.65342093E-2,0.17049757E-4,2.8410770
6.6500000,0.65444730E-2,0.17595913E-4,2.8488096
6.6600000,0.65547384E-2,0.18143847E-4,2.8565380
6.6700000,0.65650055E-2,0.18693558E-4,2.8642622
6.6800000,0.65752741E-2,0.19245045E-4,2.8719823
6.6900000,0.65855445E-2,0.19798309E-4,2.8796983
6.7000000,0.65958165E-2,0.20353350E-4,2.8874101
6.7100000,0.66060901E-2,0.20910168E-4,2.8951177
6.7200000,0.66163654E-2,0.21468763E-4,2.9028211
6.7300000,0.66266424E-2,0.22029134E-4,2.9105203
6.7400000,0.66369210E-2,0.22591281E-4,2.9182154
6.7500000,0.66472013E-2,0.23155205E-4,2.9259063
6.7600000,0.66574833E-2,0.23720906E-4,2.9335930
6.7700000,0.66677669E-2,0.24288383E-4,2.9412755
6.7800000,0.66780521E-2,0.24857636E-4,2.9489537
6.7900000,0.66883391E-2,0.25428665E-4,2.9566278
6.8000000,0.66986277E-2,0.26001471E-4,2.9642977
6.8100000,0.67089180E-2,0.26576052E-4,2.9719634
6.8200000,0.67192099E-2,0.27152409E-4,2.9796248
6.8300000,0.67295035E-2,0.27730543E-4,2.9872820
6.8400000,0.67397988E-2,0.28310452E-4,2.9949351
6.8500000,0.67500957E-2,0.28892136E-4,3.0025839
6.8600000,0.67603943E-2,0.29475596E-4,3.0102285
6.8700000,0.67706946E-2,0.30060832E-4,3.0178688
6.8800000,0.67809966E-2,0.30647843E-4,3.0255050
6.8900000,0.67913002E-2,0.31236629E-4,3.0331369
6.9000000,0.68016055E-2,0.31827190E-4,3.0407646
6.9100000,0.68119125E-2,0.32419527E-4,3.0483881
6.9200000,0.68222211E-2,0.33013638E-4,3.0560074
6.9300000,0.68325315E-2,0.33609524E-4,3.0636224
6.9400000,0.68428435E-2,0.34207184E-4,3.0712333
6.9500000,0.68531572E-2,0.34806619E-4,3.0788399
6.9600000,0.68634726E-2,0.35407828E-4,3.0864423
6.9700000,0.68737896E-2,0.36010812E-4,3.0940404
6.9800000,0.68841084E-2,0.36615569E-4,3.1016344
6.9900000,0.68944288E-2,0.37222101E-4,3.1092241
7.0000000,0.69047509E-2,0.37830406E-4,3.1168096
7.0100000,0.69150747E-2,0.38440485E-4,3.1243909
7.0200000,0.69254002E-2,0.39052338E-4,3.1319680
7.0300000,0.69357273E-2,0.39665963E-4,3.1395409
7.0400000,0.69460562E-2,0.40281362E-4,3.1471095
7.0500000,0.69563867E-2,0.40898534E-4,3.1546740
7.0600000,0.69667189E-2,0.41517479E-4,3.1622342
7.0700000,0.69770529E-2,0.42138196E-4,3.1697903
7.0800000,0.69873885E-2,0.42760686E-4,3.1773421
7.0900000,0.69977258E-2,0.43384948E-4,3.1848897
7.1000000,0.70080648E-2,0.44010983E-4,3.1924332
7.1100000,0.70184055E-2,0.44638789E-4,3.1999724
7.1200000,0.70287479E-2,0.45268367E-4,3.2075074
7.1300000,0.70390919E-2,0.45899717E-4,3.2150382
7.1400000,0.70494377E-2,0.46532838E-4,3.2225649
7.1500000,0.70597852E-2,0.47167731E-4,3.2300873
7.1600000,0.70701344E-2,0.47804394E-4,3.2376055
7.1700000,0.70804852E-2,0.48442828E-4,3.2451196
7.1800000,0.70908378E-2,0.49083033E-4,3.2526295
7.1900000,0.71011921E-2,0.49725009E-4,3.2601351
7.2000000,0.71115481E-2,0.50368754E-4,3.2676366
7.2100000,0.71219058E-2,0.51014270E-4,3.2751339
7.2200000,0.71322651E-2,0.51661556E-4,3.2826271
7.2300000,0.71426262E-2,0.52310611E-4,3.2901160
7.2400000,0.71529890E-2,0.52961435E-4,3.2976008
7.2500000,0.71633535E-2,0.53614029E-4,3.3050814
7.2600000,0.71737197E-2,0.54268392E-4,3.3125578
7.2700000,0.71840877E-2,0.54924523E-4,3.3200300
7.2800000,0.71944573E-2,0.55582423E-4,3.3274981
7.2900000,0.72048286E-2,0.56242091E-4,3.3349619
7.3000000,0.72152017E-2,0.56903528E-4,3.3424216
7.3100000,0.72255764E-2,0.57566732E-4,3.3498772
7.3200000,0.72359529E-2,0.58231703E-4,3.3573285
7.3300000,0.72463311E-2,0.58898443E-4,3.3647757
7.3400000,0.72567110E-2,0.59566949E-4,3.3722188
7.3500000,0.72670926E-2,0.60237222E-4,3.3796576
7.3600000,0.72774759E-2,0.60909261E-4,3.3870923
7.3700000,0.72878610E-2,0.61583068E-4,3.3945228
7.3800000,0.72982477E-2,0.62258640E-4,3.4019492
7.3900000,0.73086362E-2,0.62935978E-4,3.4093714
7.4000000,0.73190264E-2,0.63615082E-4,3.4167894
7.4100000,0.73294183E-2,0.64295951E-4,3.4242032
7.4200000,0.73398120E-2,0.64978585E-4,3.4316129
7.4300000,0.73502073E-2,0.65662984E-4,3.4390184
7.4400000,0.73606044E-2,0.66349147E-4,3.4464197
7.4500000,0.73710032E-2,0.67037075E-4,3.4538169
7.4600000,0.73814038E-2,0.67726767E-4,3.4612099
7.4700000,0.73918060E-2,0.68418223E-4,3.4685987
7.4800000,0.74022100E-2,0.69111442E-4,3.4759834
7.4900000,0.74126157E-2,0.69806425E-4,3.4833639
7.5000000,0.74230231E-2,0.70503170E-4,3.4907402
7.5100000,0.74334323E-2,0.71201678E-4,3.4981123
7.5200000,0.74438432E-2,0.71901949E-4,3.5054803
7.5300000,0.74542558E-2,0.72603981E-4,3.5128441
7.5400000,0.74646702E-2,0.73307775E-4,3.5202037
7.5500000,0.74750862E-2,0.74013331E-4,3.5275591
7.5600000,0.74855041E-2,0.74720648E-4,3.5349104
7.5700000,0.74959236E-2,0.75429726E-4,3.5422574
7.5800000,0.75063449E-2,0.76140565E-4,3.5496003
7.5900000,0.75167679E-2,0.76853164E-4,3.5569390
7.6000000,0.75271926E-2,0.77567523E-4,3.5642735
7.6100000,0.75376191E-2,0.78283642E-4,3.5716038
7.6200000,0.75480473E-2,0.79001520E-4,3.5789299
7.6300000,0.75584773E-2,0.79721157E-4,3.5862518
7.6400000,0.75689090E-2,0.80442553E-4,3.5935696
7.6500000,0.75793424E-2,0.81165708E-4,3.6008831
7.6600000,0.75897776E-2,0.81890621E-4,3.6081924
7.6700000,0.76002145E-2,0.82617292E-4,3.6154975
7.6800000,0.76106532E-2,0.83345720E-4,3.6227984
7.6900000,0.76210936E-2,0.84075905E-4,3.6300951
7.7000000,0.76315357E-2,0.84807848E-4,3.6373875
7.7100000,0.76419796E-2,0.85541546E-4,3.6446758
7.7200000,0.76524252E-2,0.86277002E-4,3.6519598
7.7300000,0.76628726E-2,0.87014213E-4,3.6592396
7.7400000,0.76733217E-2,0.87753179E-4,3.6665152
7.7500000,0.76837726E-2,0.88493901E-4,3.6737865
7.7600000,0.76942252E-2,0.89236378E-4,3.6810536
7.7700000,0.77046796E-2,0.89980610E-4,3.6883164
7.7800000,0.77151357E-2,0.90726596E-4,3.6955750
7.7900000,0.77255935E-2,0.91474335E-4,3.7028294
7.8000000,0.77360532E-2,0.92223828E-4,3.7100795
7.8100000,0.77465145E-2,0.92975075E-4,3.7173254
7.8200000,0.77569776E-2,0.93728074E-4,3.7245669
7.8300000,0.77674425E-2,0.94482826E-4,3.7318043
7.8400000,0.77779091E-2,0.95239330E-4,3.7390373
7.8500000,0.77883775E-2,0.95997586E-4,3.7462661
7.8600000,0.77988476E-2,0.96757593E-4,3.7534906
7.8700000,0.78093195E-2,0.97519352E-4,3.7607108
7.8800000,0.78197931E-2,0.98282861E-4,3.7679268
7.8900000,0.78302685E-2,0.99048121E-4,3.7751384
7.9000000,0.78407457E-2,0.99815130E-4,3.7823458
7.9100000,0.78512246E-2,0.10058389E-3,3.7895488
7.9200000,0.78617053E-2,0.10135440E-3,3.7967476
7.9300000,0.78721877E-2,0.10212666E-3,3.8039420
7.9400000,0.78826719E-2,0.10290066E-3,3.8111321
7.9500000,0.78931578E-2,0.10367642E-3,3.8183179
7.9600000,0.79036455E-2,0.10445392E-3,3.8254994
7.9700000,0.79141350E-2,0.10523317E-3,3.8326766
7.9800000,0.79246262E-2,0.10601416E-3,3.8398494
7.9900000,0.79351192E-2,0.10679691E-3,3.8470179
8.0000000,0.79456140E-2,0.10758140E-3,3.8541820
8.0100000,0.79561105E-2,0.10836763E-3,3.8613418
8.0200000,0.79666088E-2,0.10915561E-3,3.8684973
8.0300000,0.79771089E-2,0.10994534E-3,3.8756484
8.0400000,0.79876107E-2,0.11073681E-3,3.8827951
8.0500000,0.79981143E-2,0.11153003E-3,3.8899375
8.0600000,0.80086197E-2,0.11232499E-3,3.8970755
8.0700000,0.80191268E-2,0.11312169E-3,3.9042091
8.0800000,0.80296357E-2,0.11392014E-3,3.9113383
8.0900000,0.80401464E-2,0.11472032E-3,3.9184632
8.1000000,0.80506588E-2,0.11552226E-3,3.9255837
8.1100000,0.80611730E-2,0.11632593E-3,3.9326997
8.1200000,0.80716890E-2,0.11713134E-3,3.9398114
8.1300000,0.80822068E-2,0.11793850E-3,3.9469187
8.1400000,0.80927263E-2,0.11874740E-3,3.9540215
8.1500000,0.81032476E-2,0.11955803E-3,3.9611200
8.1600000,0.81137707E-2,0.12037041E-3,3.9682140
8.1700000,0.81242956E-2,0.12118453E-3,3.9753036
8.1800000,0.81348222E-2,0.12200038E-3,3.9823888
8.1900000,0.81453507E-2,0.12281798E-3,3.9894696
8.2000000,0.81558808E-2,0.12363731E-3,3.9965459
8.2100000,0.81664128E-2,0.12445838E-3,4.0036178
8.2200000,0.81769466E-2,0.12528119E-3,4.0106852
8.2300000,0.81874821E-2,0.12610574E-3,4.0177482
8.2400000,0.81980194E-2,0.12693202E-3,4.0248067
8.2500000,0.82085585E-2,0.12776004E-3,4.0318608
8.2600000,0.82190994E-2,0.12858979E-3,4.0389104
8.2700000,0.82296420E-2,0.12942128E-3,4.0459556
8.2800000,0.82401865E-2,0.13025450E-3,4.0529962
8.2900000,0.82507327E-2,0.13108946E-3,4.0600324
8.3000000,0.82612807E-2,0.13192616E-3,4.0670642
8.3100000,0.82718305E-2,0.13276458E-3,4.0740914
8.3200000,0.82823821E-2,0.13360474E-3,4.0811141
8.3300000,0.82929355E-2,0.13444663E-3,4.0881324
8.3400000,0.83034906E-2,0.13529026E-3,4.0951462
8.3500000,0.83140476E-2,0.13613562E-3,4.1021555
8.3600000,0.83246063E-2,0.13698270E-3,4.1091602
8.3700000,0.83351668E-2,0.13783152E-3,4.1161605
8.3800000,0.83457291E-2,0.13868207E-3,4.1231562
8.3900000,0.83562932E-2,0.13953435E-3,4.1301475
8.4000000,0.83668591E-2,0.14038836E-3,4.1371342
8.4100000,0.83774268E-2,0.14124410E-3,4.1441164
8.4200000,0.83879962E-2,0.14210157E-3,4.1510941
8.4300000,0.83985675E-2,0.14296076E-3,4.1580672
8.4400000,0.84091406E-2,0.14382169E-3,4.1650359
8.4500000,0.84197154E-2,0.14468434E-3,4.1720000
8.4600000,0.84302921E-2,0.14554871E-3,4.1789595
8.4700000,0.84408705E-2,0.14641482E-3,4.1859145
8.4800000,0.84514507E-2,0.14728265E-3,4.1928650
8.4900000,0.84620328E-2,0.14815220E-3,4.1998109
8.5000000,0.84726166E-2,0.14902348E-3,4.2067523
8.5100000,0.84832022E-2,0.14989649E-3,4.2136892
8.5200000,0.84937897E-2,0.15077122E-3,4.2206214
8.5300000,0.85043789E-2,0.15164767E-3,4.2275492
8.5400000,0.85149699E-2,0.15252585E-3,4.2344723
8.5500000,0.85255627E-2,0.15340574E-3,4.2413909
8.5600000,0.85361573E-2,0.15428737E-3,4.2483050
8.5700000,0.85467538E-2,0.15517071E-3,4.2552144
8.5800000,0.85573520E-2,0.15605577E-3,4.2621193
8.5900000,0.85679520E-2,0.15694256E-3,4.2690196
8.6000000,0.85785538E-2,0.15783106E-3,4.2759154
8.6100000,0.85891575E-2,0.15872129E-3,4.2828066
8.6200000,0.85997629E-2,0.15961323E-3,4.2896932
8.6300000,0.86103702E-2,0.16050690E-3,4.2965752
8.6400000,0.86209792E-2,0.16140228E-3,4.3034526
8.6500000,0.86315901E-2,0.16229938E-3,4.3103255
8.6600000,0.86422027E-2,0.16319819E-3,4.3171938
8.6700000,0.86528172E-2,0.16409873E-3,4.3240574
8.6800000,0.86634335E-2,0.16500098E-3,4.3309165
8.6900000,0.86740515E-2,0.16590494E-3,4.3377710
8.7000000,0.86846714E-2,0.16681063E-3,4.3446209
8.7100000,0.86952931E-2,0.16771802E-3,4.3514662
8.7200000,0.87059166E-2,0.16862713E-3,4.3583070
8.7300000,0.87165419E-2,0.16953796E-3,4.3651431
8.7400000,0.87271691E-2,0.17045050E-3,4.3719746
8.7500000,0.87377980E-2,0.17136475E-3,4.3788015
8.7600000,0.87484288E-2,0.17228071E-3,4.3856238
8.7700000,0.87590613E-2,0.17319839E-3,4.3924415
8.7800000,0.87696957E-2,0.17411778E-3,4.3992546
8.7900000,0.87803319E-2,0.17503888E-3,4.4060631
8.8000000,0.87909699E-2,0.17596169E-3,4.4128670
8.8100000,0.88016097E-2,0.17688620E-3,4.4196663
8.8200000,0.88122514E-2,0.17781243E-3,4.4264610
8.8300000,0.88228948E-2,0.17874037E-3,4.4332511
8.8400000,0.88335401E-2,0.17967002E-3,4.4400365
8.8500000,0.88441872E-2,0.18060137E-3,4.4468174
8.8600000,0.88548361E-2,0.18153443E-3,4.4535936
8.8700000,0.88654868E-2,0.18246920E-3,4.4603652
8.8800000,0.88761393E-2,0.18340567E-3,4.4671322
8.8900000,0.88867937E-2,0.18434385E-3,4.4738946
8.9000000,0.88974499E-2,0.18528374E-3,4.4806524
8.9100000,0.89081079E-2,0.18622533E-3,4.4874056
8.9200000,0.89187677E-2,0.18716862E-3,4.4941541
8.9300000,0.89294293E-2,0.18811362E-3,4.5008980
8.9400000,0.89400928E-2,0.18906032E-3,4.5076373
8.9500000,0.89507581E-2,0.19000873E-3,4.5143720
8.9600000,0.89614252E-2,0.19095884E-3,4.5211021
8.9700000,0.89720941E-2,0.19191064E-3,4.5278275
8.9800000,0.89827649E-2,0.19286415E-3,4.5345484
8.9900000,0.89934374E-2,0.19381936E-3,4.5412646
9.0000000,0.90041118E-2,0.19477627E-3,4.5479762
9.0100000,0.90147881E-2,0.19573488E-3,4.5546831
9.0200000,0.90254661E-2,0.19669519E-3,4.5613855
9.0300000,0.90361460E-2,0.19765720E-3,4.5680832
9.0400000,0.90468277E-2,0.19862090E-3,4.5747763
9.0500000,0.90575113E-2,0.19958630E-3,4.5814648
9.0600000,0.90681966E-2,0.20055340E-3,4.5881486
9.0700000,0.90788838E-2,0.20152220E-3,4.5948279
9.0800000,0.90895728E-2,0.20249269E-3,4.6015025
9.0900000,0.91002637E-2,0.20346488E-3,4.6081725
9.1000000,0.91109564E-2,0.20443876E-3,4.6148378
9.1100000,0.91216509E-2,0.20541433E-3,4.6214986
9.1200000,0.91323472E-2,0.20639160E-3,4.6281547
